(Code,Title,Start Date,End Date,,Venue - Name,Sold Out,Custom: Finalisation date,Available space),
('SA3_f2f_3',''sA3-52-25S','15/07/2025 09:30','26/08/2025 17:00','Tutorial - London','BPP London West (Shepherd''s Bush)',FALSE,'22/06/2025',0),
('SA3_LO_3',''sA3-60-25S','30/06/2025 09:30','18/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',5),
('SA3_f2f_3',''sA3-70-25S','20/08/2025 09:30','22/08/2025 17:00','Tutorial - London','BPP London Central (Holborn)',FALSE,'14/07/2025',7),
('SA4_LO_3',''sA4-10-25S','09/06/2025 09:30','30/07/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',2),
('SA4_LO_3',''sA4-20-25S','18/06/2025 09:30','08/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',6),
('SA4_LO_3',''sA4-60-25S','04/07/2025 09:30','26/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',14),
('SA4_f2f_3',''sA4-70-25S','04/08/2025 09:30','06/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'14/07/2025',1),
('SA7_LO_3',''sA7-40-25S','30/07/2025 09:30','13/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'22/06/2025',8),
('SA7_f2f_3',''sA7-70-25S','19/08/2025 09:30','21/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'14/07/2025',10),
('SP1_LO_3',''sP1-40-25S','09/07/2025 09:30','06/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',0),
('SP1_f2f_3',''sP1-50-25S','24/06/2025 09:30','04/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'02/06/2025',6),
('SP1_f2f_3',''sP1-51-25S','03/07/2025 09:00','21/08/2025 16:30','Tutorial - Dublin','Camden Court Hotel',FALSE,'02/06/2025',12),
('SP1_LO_3',''sP1-60-25S','15/07/2025 09:30','01/09/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'22/06/2025',10),
('SP1_LO_3',''sP1-61-25S','31/07/2025 09:30','29/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'22/06/2025',11),
('SP1_f2f_3',''sP1-70-25S','28/07/2025 09:30','30/07/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'22/06/2025',8),
('SP2_LO_3',''sP2-10-25S','28/05/2025 09:30','08/07/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',9),
('SP2_f2f_3',''sP2-20-25S','11/06/2025 09:30','23/07/2025 17:00','Tutorial - London','BPP London Central (Holborn)',FALSE,'12/05/2025',0),
('SP2_LO_3',''sP2-41-25S','25/06/2025 09:30','20/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',5),
('SP2_f2f_3',''sP2-46-25S','25/06/2025 09:30','05/08/2025 17:00','Tutorial - Edinburgh','Edinburgh Training and Conf'' Centre',FALSE,'02/06/2025',8),
('SP2_LO_3',''sP2-60-25S','03/07/2025 09:30','14/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',0),
('SP2_LO_3',''sP2-61-25S','30/07/2025 09:30','27/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'22/06/2025',7),
('SP2_f2f_3',''sP2-70-25S','04/08/2025 09:30','06/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'14/07/2025',0),
('SP2_f2f_3',''sP2-75-25S','12/08/2025 09:00','14/08/2025 16:30','Tutorial - Dublin','Camden Court Hotel',FALSE,'14/07/2025',7),
('SP4_LO_3',''sP4-10-25S','02/06/2025 09:30','21/07/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',0),
('SP4_f2f_3',''sP4-20-25S','03/06/2025 09:30','29/07/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'12/05/2025',2),
('SP4_LO_3',''sP4-40-25S','03/07/2025 09:30','19/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',1),
('SP4_f2f_3',''sP4-50-25S','16/07/2025 09:30','18/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'22/06/2025',4),
('SP4_f2f_3',''sP4-70-25S','11/08/2025 09:30','13/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'14/07/2025',7),
('SP5_LO_3',''sP5-10-25S','05/06/2025 09:30','31/07/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',0),
('SP5_f2f_3',''sP5-20-25S','29/05/2025 09:30','09/07/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'12/05/2025',0),
('SP5_LO_3',''sP5-40-25S','10/07/2025 09:30','13/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',0),
('SP5_f2f_3',''sP5-50-25S','08/07/2025 09:30','27/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'02/06/2025',0),
('SP5_LO_3',''sP5-60-25S','30/07/2025 09:30','13/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'22/06/2025',0),
('SP5_f2f_3',''sP5-70-25S','20/08/2025 09:30','22/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'14/07/2025',10),
('SP5_f2f_3',''sP5-83-25S','19/08/2025 09:30','21/08/2025 17:00','Tutorial - Birmingham','BPP Birmingham',FALSE,'14/07/2025',10),
('SP6_LO_3',''sP6-40-25S','09/07/2025 09:30','29/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',7),
('SP6_f2f_3',''sP6-70-25S','20/08/2025 09:30','22/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'14/07/2025',5),
('SP7_LO_6',''sP7-01-25S','30/05/2025 09:00','18/08/2025 12:30','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',14),
('SP7_LO_6',''sP7-02-25S','13/06/2025 09:00','22/08/2025 12:30','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',14),
('SP7_f2f_3',''sP7-20-25S','27/05/2025 09:30','24/07/2025 17:00','Tutorial - London','BPP London West (Shepherd''s Bush)',FALSE,'28/04/2025',0),
('SP7_LO_3',''sP7-40-25S','11/06/2025 09:30','21/07/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',0),
('SP7_f2f_3',''sP7-50-25S','16/07/2025 09:30','19/08/2025 17:00','Tutorial - London','BPP London Central (Holborn)',FALSE,'22/06/2025',3),
('SP7_LO_3',''sP7-60-25S','10/07/2025 09:30','14/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',1),
('SP7_LO_3',''sP7-61-25S','11/07/2025 09:30','22/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',8),
('SP7_f2f_3',''sP7-70-25S','23/07/2025 09:30','31/07/2025 17:00','Tutorial - London','BPP London Central (Holborn)',FALSE,'22/06/2025',0),
('SP8_LO_3',''sP8-10-25S','29/05/2025 09:30','10/07/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',2),
('SP8_LO_3',''sP8-11-25S','05/06/2025 09:30','24/07/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',2),
('SP8_f2f_3',''sP8-20-25S','28/05/2025 09:30','25/07/2025 17:00','Tutorial - London','BPP London West (Shepherd''s Bush)',FALSE,'28/04/2025',0),
('SP8_LO_3',''sP8-40-25S','17/07/2025 09:30','21/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'22/06/2025',11),
('SP8_LO_3',''sP8-41-25S','12/06/2025 09:30','22/07/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'12/05/2025',14),
('SP8_f2f_3',''sP8-50-25S','17/07/2025 09:30','29/08/2025 17:00','Tutorial - London','BPP London Central (Holborn)',FALSE,'22/06/2025',0),
('SP8_LO_3',''sP8-60-25S','31/07/2025 09:30','28/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'22/06/2025',11),
('SP8_LO_3',''sP8-61-25S','08/07/2025 09:30','19/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'02/06/2025',5),
('SP8_f2f_3',''sP8-70-25S','26/08/2025 09:30','28/08/2025 17:00','Tutorial - London','BPP London Central (Holborn)',FALSE,'14/07/2025',1),
('SP9_f2f_3',''sP9-40-25S','09/07/2025 09:30','20/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'02/06/2025',6),
('SP9_LO_3',''sP9-50-25S','24/07/2025 09:30','20/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'22/06/2025',7),
('OC_CB1','CB1-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-81),
('OC_CM1','CM1-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-102),
('OC_CM2','CM2-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-191),
('OC_CS1','CS1-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-137),
('OC_CS2','CS2-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-130),
('OC_CP1','CP1-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-48),
('OC_CP2','CP2-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-157),
('OC_CP3','CP3-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-132),
('OC_SP2',''sP2-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-22),
('OC_SP5',''sP5-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-39),
('OC_SP8',''sP8-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-24),
('OC_SP7',''sP7-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-29),
('OC_CB2','CB2-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-167),
('OC_SP1',''sP1-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-14),
('OC_SA1',''sA1-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',0),
('OC_SA2',''sA2-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-24),
('OC_SA7',''sA7-OC-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Online','',FALSE,'',-3),
('WAITLIST','CM1 Waiting List-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Default Location','',FALSE,'',-4),
('WAITLIST','CB1 Waiting List-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Default Location','',FALSE,'',-3),
('WAITLIST','CB2 Waiting List-25S','01/04/2025 00:00','30/09/2025 00:00','Tutorial - Default Location','',FALSE,'',-2),
('M1_LO_6','Mod1-A-25S','17/06/2025 09:30','30/09/2025 13:00','Tutorial - Live Online','Live Online',FALSE,'',-11),
('M1_LO_6','Mod1-B-25S','25/06/2025 09:30','08/10/2025 10:30','Tutorial - Live Online','Live Online',FALSE,'',-11),
('CP2_f2f_1','CP2-43-25S','21/08/2025 09:30','21/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'14/07/2025',0),
('CM1_f2f_6','CM1-32-25S','18/06/2025 09:30','07/08/2025 17:00','Tutorial - Manchester','BPP Manchester',FALSE,'28/05/2025',12),
('CS1_f2f_5','CS1-53-25S','18/06/2025 09:30','07/08/2025 17:00','Tutorial - London','BPP London Central (Holborn)',FALSE,'28/05/2025',0),
('CM2_f2f_5','CM2-24-25S','04/06/2025 09:30','13/08/2025 17:00','Tutorial - London','BPP London Central (Holborn)',FALSE,'12/05/2025',0),
('CP2_f2f_1','CP2-28-25S','20/08/2025 09:30','20/08/2025 17:00','Tutorial - London','BPP London Central (Holborn)',FALSE,'14/07/2025',0),
('CM1_LO_6','CM1-62-25S','09/07/2025 09:30','13/08/2025 17:00','Tutorial - Live Online','Live Online',FALSE,'22/06/2025',13),
('CM2_f2f_5','CM2-53-25S','23/06/2025 09:30','27/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'02/06/2025',8),
('CP2_f2f_1','CP2-29-25S','13/08/2025 09:30','13/08/2025 17:00','Tutorial - London','BPP London South (Waterloo)',FALSE,'14/07/2025',1),
('SP1_f2f_3',''sP1-55-25S','08/07/2025 09:00','18/08/2025 16:30','Tutorial - Edinburgh','Edinburgh Training and Conf'' Centre',FALSE,'16/06/2025',9),
,
